,extended,crit3,suicide,property,targtype1,attacktype1,gname,weaptype1,country_txt,success
160395,0,1,1,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160402,1,1,0,0,14,6,Boko Haram,5,Nigeria,1
160406,1,1,0,0,14,6,Abu Sayyaf Group (ASG),5,Philippines,1
160408,1,0,0,0,4,6,Taliban,13,Afghanistan,1
160416,0,0,0,1,4,1,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160417,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160418,0,1,0,0,4,1,Taliban,5,Afghanistan,1
160424,0,0,0,1,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160425,0,0,0,0,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160426,0,0,0,1,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160433,1,1,0,0,14,6,Taliban,5,Afghanistan,1
160436,0,1,0,0,14,2,Muslim extremists,9,United Kingdom,1
160439,0,1,0,-9,1,2,Separatists,5,Thailand,1
160444,1,1,0,0,17,6,Houthi extremists (Ansar Allah),13,Yemen,1
160445,0,0,0,1,4,3,Taliban,6,Afghanistan,1
160448,0,0,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160449,0,0,0,0,4,2,Taliban,5,Afghanistan,1
160450,0,0,0,0,4,2,Taliban,5,Afghanistan,1
160451,0,0,0,0,4,2,Taliban,5,Afghanistan,0
160452,0,1,0,-9,2,3,Taliban,6,Afghanistan,1
160454,1,1,0,1,3,2,Taliban,5,Afghanistan,1
160463,0,1,1,1,2,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160467,0,1,0,0,3,3,Taliban,6,Afghanistan,1
160471,0,1,1,0,20,3,Boko Haram,6,Nigeria,1
160473,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160476,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160480,1,1,0,1,11,4,Abu Sayyaf Group (ASG),5,Philippines,1
160481,0,0,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160483,0,1,0,1,1,5,Communist Party of India - Maoist (CPI-Maoist),6,India,1
160487,0,0,0,0,4,3,Maoists,6,India,1
160488,0,0,0,0,4,9,Fulani extremists,13,Democratic Republic of the Congo,1
160494,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160495,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160496,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160497,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160499,0,1,1,1,14,3,Tehrik-i-Taliban Pakistan (TTP),6,Pakistan,1
160501,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160503,0,1,0,0,3,9,Taliban,13,Afghanistan,1
160504,0,1,0,0,3,9,Taliban,13,Afghanistan,1
160509,0,1,0,0,1,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,0
160510,0,1,0,0,1,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,0
160512,0,1,0,0,2,6,Taliban,5,Afghanistan,1
160514,0,1,0,0,14,2,Al-Shabaab,5,Somalia,1
160515,0,1,0,-9,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160516,0,0,0,0,4,2,Kurdistan Workers' Party (PKK),5,Turkey,1
160517,0,0,0,1,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160519,0,1,0,1,3,3,Taliban,6,Afghanistan,1
160526,0,1,0,0,4,2,New People's Army (NPA),5,Philippines,1
160530,0,1,0,0,14,3,Taliban,6,Afghanistan,1
160535,0,1,0,1,2,3,Taliban,6,Afghanistan,1
160539,0,1,0,1,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160540,1,1,0,1,14,6,Al-Shabaab,5,Somalia,1
160542,0,1,0,0,14,2,Taliban,5,Afghanistan,1
160543,0,1,0,0,14,2,Taliban,5,Afghanistan,1
160546,0,1,0,1,21,7,Taliban,13,Afghanistan,1
160547,0,0,0,0,4,9,Tehrik-i-Taliban Pakistan (TTP),13,Pakistan,0
160556,1,1,0,0,10,6,Islamic State of Iraq and the Levant (ISIL),9,Iraq,1
160561,0,1,1,-9,1,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160562,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160563,0,1,0,1,14,7,Kurdistan Workers' Party (PKK),8,Germany,1
160565,0,1,0,1,17,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160567,1,1,0,0,14,6,Kurdistan Workers' Party (PKK),13,Turkey,1
160568,0,1,0,0,3,2,Al-Shabaab,5,Somalia,1
160571,0,0,0,1,4,9,Taliban,13,Afghanistan,1
160572,0,1,0,0,14,6,Taliban,13,Afghanistan,1
160580,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160583,0,1,0,0,14,3,Al-Shabaab,6,Somalia,1
160584,0,1,0,0,19,2,Al-Shabaab,5,Somalia,1
160598,0,1,0,1,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
160599,0,1,0,0,3,3,Maoists,6,India,1
160600,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160601,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160602,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160604,0,0,0,0,4,2,New People's Army (NPA),5,Philippines,1
160606,1,1,0,0,14,6,Al-Shabaab,13,Somalia,1
160608,0,1,0,0,18,5,New People's Army (NPA),5,Philippines,1
160611,0,1,0,1,4,1,Taliban,6,Afghanistan,1
160612,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160625,0,1,0,0,14,2,Taliban,5,Afghanistan,0
160626,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160627,0,1,1,1,2,1,Al-Shabaab,6,Somalia,1
160640,1,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160642,0,1,1,-9,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160643,0,1,0,0,14,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq,0
160644,1,1,0,0,17,6,Taliban,5,Afghanistan,1
160645,0,1,0,0,4,2,New People's Army (NPA),5,Philippines,1
160646,0,1,0,1,15,3,Al-Shabaab,6,Somalia,1
160649,0,1,0,0,4,3,Maoists,6,India,0
160651,0,1,0,1,4,3,Taliban,6,Afghanistan,1
160662,1,1,0,0,10,6,Houthi extremists (Ansar Allah),13,Yemen,1
160666,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160667,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160670,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160671,0,1,0,1,10,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160672,0,0,0,1,4,2,Al-Shabaab,6,Somalia,1
160673,0,1,0,0,2,1,Taliban,5,Afghanistan,0
160674,1,1,0,1,12,6,Taliban,5,Afghanistan,1
160675,0,0,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160679,0,1,0,0,4,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq,1
160684,0,1,0,1,14,6,Maoists,8,India,1
160685,0,1,0,0,4,3,Communist Party of India - Maoist (CPI-Maoist),6,India,0
160695,0,1,1,0,17,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160696,0,1,0,1,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160700,0,1,1,0,20,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160701,0,1,0,-9,14,9,Boko Haram,13,Nigeria,1
160702,0,1,0,-9,14,9,Boko Haram,13,Nigeria,1
160705,0,0,0,1,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160707,0,1,0,0,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
160708,0,1,0,0,22,1,Communist Party of India - Maoist (CPI-Maoist),5,India,0
160710,0,1,0,0,2,2,Al-Shabaab,5,Somalia,1
160713,0,1,0,0,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160714,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160715,1,1,0,0,3,6,New People's Army (NPA),5,Philippines,1
160716,1,1,0,0,3,6,New People's Army (NPA),5,Philippines,1
160717,1,1,0,0,3,6,New People's Army (NPA),5,Philippines,1
160718,1,0,0,0,4,6,New People's Army (NPA),5,Philippines,1
160719,0,1,0,0,14,9,New People's Army (NPA),13,Philippines,0
160720,0,1,0,0,14,9,New People's Army (NPA),13,Philippines,0
160721,0,1,0,0,14,2,New People's Army (NPA),5,Philippines,0
160723,0,1,0,0,3,2,Separatists,5,India,1
160726,1,1,0,0,2,6,Fulani extremists,13,Nigeria,1
160728,0,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Syria,1
160729,0,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Syria,1
160731,1,1,0,1,3,6,Taliban,6,Afghanistan,1
160735,0,1,0,-9,2,3,Al-Shabaab,6,Somalia,1
160736,0,1,0,-9,2,3,Al-Shabaab,6,Somalia,1
160737,0,1,0,-9,2,3,Al-Shabaab,6,Somalia,1
160739,0,1,0,1,1,3,Houthi extremists (Ansar Allah),6,Yemen,1
160743,0,1,0,0,3,3,Maoists,6,India,1
160748,0,1,0,0,3,2,National Liberation Army of Colombia (ELN),5,Colombia,1
160751,0,1,0,0,2,5,New People's Army (NPA),5,Philippines,1
160753,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160758,0,1,1,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160759,0,0,0,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160762,0,1,1,1,1,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160765,0,1,0,0,14,2,Boko Haram,5,Nigeria,1
160767,0,1,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160768,0,0,1,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160770,0,1,1,1,17,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160771,0,1,1,-9,2,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160772,0,1,0,0,17,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160773,0,1,0,0,17,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160774,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160775,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160776,1,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160778,0,1,1,0,20,3,Taliban,6,Afghanistan,0
160781,0,0,0,0,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160782,0,0,0,0,4,2,Kurdistan Workers' Party (PKK),5,Turkey,1
160783,0,1,0,0,17,9,Kurdistan Workers' Party (PKK),13,Turkey,1
160787,0,1,0,0,3,3,Maoists,6,India,1
160796,0,1,0,1,1,3,Taliban,6,Afghanistan,1
160798,0,1,1,-9,20,3,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
160816,1,1,0,0,14,6,Maoists,13,India,1
160818,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
160819,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
160821,0,1,0,0,2,6,Maoists,5,India,1
160826,0,0,0,1,4,3,Separatists,6,Thailand,1
160827,0,1,0,1,2,2,Separatists,5,Thailand,1
160830,0,1,1,1,3,3,Taliban,6,Afghanistan,1
160835,0,1,0,-9,3,9,Taliban,13,Afghanistan,1
160836,0,1,0,1,2,1,Al-Shabaab,5,Somalia,0
160837,0,0,0,0,4,9,Al-Shabaab,13,Somalia,0
160838,0,0,0,0,4,1,Al-Shabaab,5,Somalia,0
160839,0,0,1,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
160840,0,1,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Syria,0
160841,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160842,0,0,0,-9,4,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
160843,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160848,0,1,0,0,14,6,Maoists,9,India,1
160849,0,1,0,0,14,6,Maoists,9,India,1
160850,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160851,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160852,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160853,0,1,0,1,14,7,Kurdistan Workers' Party (PKK),8,Turkey,1
160854,0,1,1,0,20,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,0
160855,0,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),8,Iraq,1
160862,0,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),9,Iraq,1
160864,0,1,0,0,14,6,Al-Shabaab,9,Somalia,1
160868,0,0,0,0,4,2,Kurdistan Workers' Party (PKK),5,Turkey,1
160870,0,1,1,0,4,3,Taliban,6,Afghanistan,1
160871,0,1,0,0,14,9,Houthi extremists (Ansar Allah),13,Yemen,0
160872,0,1,0,0,14,9,Houthi extremists (Ansar Allah),13,Yemen,0
160873,0,1,0,0,14,9,Houthi extremists (Ansar Allah),13,Yemen,0
160877,0,1,0,0,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
160878,0,1,0,0,8,3,Maoists,6,India,0
160879,0,0,0,0,4,6,New People's Army (NPA),5,Philippines,1
160880,0,1,0,0,4,2,Taliban,5,Afghanistan,1
160884,0,1,0,0,4,2,Taliban,5,Afghanistan,1
160886,1,1,0,0,8,6,Taliban,13,Afghanistan,1
160887,0,1,0,0,14,1,New People's Army (NPA),5,Philippines,1
160888,0,1,0,0,20,3,Maoists,6,India,0
160895,0,1,0,1,1,7,New People's Army (NPA),8,Philippines,1
160897,0,1,0,0,14,9,Communist Party of India - Maoist (CPI-Maoist),13,India,1
160901,0,1,0,-9,14,3,Al-Shabaab,6,Somalia,1
160902,0,1,0,-9,14,3,Al-Shabaab,6,Somalia,1
160904,0,1,0,1,17,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160910,0,1,1,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160912,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
160913,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
160915,0,1,0,0,3,2,Taliban,5,Afghanistan,1
160918,0,1,0,1,7,3,Donetsk People's Republic,6,Ukraine,1
160920,0,1,0,1,14,2,Separatists,5,Thailand,1
160921,0,1,0,1,3,3,Taliban,6,Afghanistan,1
160922,0,1,0,1,14,2,Boko Haram,5,Nigeria,1
160923,0,1,0,1,14,2,Boko Haram,5,Nigeria,1
160925,1,1,0,-9,1,6,Islamic State of Iraq and the Levant (ISIL),13,Syria,1
160926,0,0,0,-9,4,3,Al-Shabaab,6,Somalia,1
160927,0,1,0,0,3,3,Communist Party of India - Maoist (CPI-Maoist),6,India,1
160930,0,1,1,0,20,3,Boko Haram,6,Nigeria,1
160931,0,1,1,0,20,3,Boko Haram,6,Nigeria,1
160942,0,1,0,0,3,9,Taliban,13,Afghanistan,1
160943,0,1,0,0,14,6,Taliban,5,Afghanistan,1
160944,0,1,0,0,3,2,Maoists,5,India,1
160945,0,1,0,1,3,2,Taliban,5,Afghanistan,1
160956,0,0,0,0,4,2,Al-Shabaab,6,Somalia,1
160957,1,1,0,1,19,6,National Liberation Army of Colombia (ELN),8,Colombia,1
160967,0,1,1,0,20,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
160968,0,1,0,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160969,0,1,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
160971,0,1,0,1,7,3,Taliban,6,Afghanistan,1
160973,0,1,0,1,1,3,Al-Shabaab,6,Somalia,1
160974,0,1,0,0,14,2,Islamic State of Iraq and the Levant (ISIL),5,Iraq,0
160975,0,1,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160977,0,0,0,0,4,6,Al-Qaida in the Arabian Peninsula (AQAP),5,Yemen,1
160979,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
160983,0,0,0,1,4,9,Shining Path (SL),13,Peru,1
160984,0,0,0,-9,4,9,Shining Path (SL),13,Peru,1
160992,0,1,0,-9,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
160993,0,1,0,0,14,9,Maoists,13,India,0
160997,0,0,0,0,4,2,National Liberation Army of Colombia (ELN),5,Colombia,1
160999,0,1,0,0,14,1,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
161001,0,1,0,1,17,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161004,0,1,1,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161005,0,1,0,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161007,0,1,0,0,14,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,0
161008,0,1,0,0,10,1,Islamic State of Iraq and the Levant (ISIL),5,Turkey,1
161012,0,1,1,0,17,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161014,0,1,0,0,3,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161016,0,0,0,0,4,9,Houthi extremists (Ansar Allah),13,Yemen,1
161017,0,1,0,-9,14,3,Houthi extremists (Ansar Allah),6,Yemen,1
161018,0,1,0,-9,14,3,Houthi extremists (Ansar Allah),6,Yemen,1
161019,0,1,0,1,8,7,Kurdistan Workers' Party (PKK),8,Turkey,1
161020,0,1,0,1,8,3,Kurdistan Workers' Party (PKK),6,Turkey,1
161022,0,1,0,1,3,2,Al-Shabaab,5,Kenya,1
161023,0,1,0,0,3,2,Taliban,5,Afghanistan,1
161030,0,0,0,0,4,9,Houthi extremists (Ansar Allah),13,Yemen,1
161031,0,0,0,0,4,9,Houthi extremists (Ansar Allah),13,Yemen,1
161032,0,0,0,0,4,9,Houthi extremists (Ansar Allah),13,Yemen,1
161033,0,1,0,0,14,6,Communist Party of India - Maoist (CPI-Maoist),9,India,1
161038,0,1,1,0,20,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
161039,0,1,1,1,4,3,Taliban,6,Afghanistan,1
161040,0,1,0,0,3,2,Taliban,5,Afghanistan,1
161041,0,1,0,1,2,3,Taliban,6,Afghanistan,1
161043,0,1,1,1,2,3,Al-Shabaab,6,Somalia,1
161044,0,1,0,1,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
161045,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
161048,0,1,0,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161049,0,1,0,0,1,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
161052,0,0,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161053,0,1,0,1,14,7,Maoists,8,India,1
161057,0,1,0,1,1,7,Maoists,8,India,1
161058,0,1,0,1,14,7,Kurdistan Workers' Party (PKK),8,Turkey,1
161061,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
161062,0,1,0,0,14,2,Fulani extremists,5,Nigeria,1
161063,0,1,0,1,14,2,Fulani extremists,5,Nigeria,1
161065,0,1,0,0,17,6,Taliban,9,Afghanistan,1
161071,0,1,1,0,20,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
161072,0,1,0,1,4,2,Taliban,6,Afghanistan,1
161074,0,1,0,0,3,1,Tehrik-i-Taliban Pakistan (TTP),5,Pakistan,1
161076,0,1,0,0,3,2,Taliban,5,Afghanistan,1
161077,0,1,0,0,3,2,Taliban,5,Afghanistan,1
161078,0,1,0,0,3,2,Taliban,5,Afghanistan,1
161079,0,0,0,0,4,3,Houthi extremists (Ansar Allah),6,Yemen,1
161080,0,1,0,0,14,9,Houthi extremists (Ansar Allah),13,Yemen,1
161085,0,1,0,1,1,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
161090,0,0,0,0,4,2,Taliban,5,Afghanistan,0
161092,0,1,0,0,20,3,Kurdistan Workers' Party (PKK),6,Turkey,0
161094,0,1,0,1,4,3,Taliban,6,Afghanistan,1
161095,0,0,0,0,4,2,Taliban,5,Afghanistan,0
161099,0,0,0,0,4,9,Kurdistan Workers' Party (PKK),13,Turkey,1
161101,0,1,0,1,3,5,New People's Army (NPA),5,Philippines,1
161114,1,1,0,0,2,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
161115,0,1,0,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161117,0,1,0,-9,4,3,Al-Shabaab,6,Somalia,1
161119,0,1,0,0,4,9,Houthi extremists (Ansar Allah),13,Yemen,1
161120,0,1,0,1,14,3,Houthi extremists (Ansar Allah),6,Yemen,1
161122,0,0,0,0,4,1,Houthi extremists (Ansar Allah),5,Yemen,1
161126,0,1,0,1,2,1,New People's Army (NPA),5,Philippines,1
161127,0,0,0,0,4,2,Taliban,5,Afghanistan,0
161131,0,1,0,0,3,2,Taliban,5,Afghanistan,0
161135,0,0,0,0,4,9,Taliban,13,Afghanistan,0
161136,0,1,0,0,3,2,Taliban,5,Afghanistan,1
161139,0,1,0,1,1,7,Islamic State of Iraq and the Levant (ISIL),8,Syria,1
161140,0,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),9,Syria,1
161141,0,1,0,1,14,7,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
161143,0,0,0,-9,4,3,Houthi extremists (Ansar Allah),6,Yemen,1
161147,0,1,0,-9,2,1,Al-Shabaab,6,Somalia,0
161159,0,0,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161161,0,1,0,0,3,3,Maoists,6,India,1
161162,0,1,0,1,3,2,Taliban,5,Afghanistan,1
161163,0,1,0,-9,3,2,Taliban,5,Afghanistan,1
161169,0,0,0,1,4,3,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
161170,0,1,0,0,3,3,Abu Sayyaf Group (ASG),6,Philippines,1
161173,0,1,0,0,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
161175,1,1,0,1,14,6,Islamic State of Iraq and the Levant (ISIL),8,Syria,1
161176,1,1,0,1,14,6,Islamic State of Iraq and the Levant (ISIL),8,Syria,1
161177,1,1,0,1,14,6,Islamic State of Iraq and the Levant (ISIL),8,Syria,1
161178,0,1,0,1,2,2,Communist Party of India - Maoist (CPI-Maoist),5,India,1
161180,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
161181,0,1,0,1,1,2,Maoists,5,India,1
161183,0,0,0,0,4,2,Taliban,5,Afghanistan,0
161185,0,1,0,0,17,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
161189,1,1,0,1,11,4,Abu Sayyaf Group (ASG),5,Philippines,1
161190,0,0,0,0,4,9,Al-Shabaab,13,Somalia,1
161191,0,0,0,1,4,3,Kurdistan Workers' Party (PKK),6,Turkey,1
161196,0,1,0,1,3,1,Taliban,5,Afghanistan,1
161207,0,0,0,0,4,3,Boko Haram,6,Nigeria,0
161213,1,1,0,0,14,6,Maoists,13,India,1
161216,0,1,0,0,3,9,Taliban,13,Afghanistan,0
161218,0,1,0,0,14,9,Taliban,13,Afghanistan,0
161219,1,1,0,1,1,6,Taliban,8,Afghanistan,1
161220,0,1,0,0,3,2,Taliban,5,Afghanistan,1
161221,0,1,0,0,3,2,Taliban,5,Afghanistan,0
161222,0,1,0,0,3,2,Taliban,5,Afghanistan,0
161223,0,1,0,0,4,3,Maoists,6,India,1
161224,0,1,0,0,20,3,Maoists,6,India,0
161225,0,0,0,0,4,9,Taliban,13,Afghanistan,0
161226,0,1,0,-9,14,3,Islamic State of Iraq and the Levant (ISIL),6,Syria,1
161231,1,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
161232,1,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
161233,1,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
161234,1,1,0,0,14,6,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
161235,0,1,1,0,21,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,0
161247,0,0,0,-9,4,2,Taliban,5,Afghanistan,1
161254,0,0,0,0,4,2,New People's Army (NPA),5,Philippines,1
161255,1,1,0,0,3,6,New People's Army (NPA),5,Philippines,1
161257,0,0,0,1,4,3,New People's Army (NPA),6,Philippines,1
161261,1,1,0,0,14,6,Fulani extremists,5,Nigeria,1
161263,0,1,0,-9,3,2,Taliban,5,Afghanistan,1
161264,0,1,0,-9,3,2,Taliban,5,Afghanistan,1
161267,0,1,0,0,3,2,Taliban,5,Afghanistan,1
161268,0,1,0,1,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
161270,1,1,0,0,3,6,Fulani extremists,5,Nigeria,1
161272,0,1,0,0,1,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,0
161284,0,1,0,0,3,2,Taliban,5,Afghanistan,1
161285,0,0,1,0,4,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161289,0,0,0,0,4,9,Taliban,13,Afghanistan,1
161300,0,1,0,1,9,3,Kurdistan Workers' Party (PKK),6,Turkey,1
161301,0,1,0,0,3,3,Kurdistan Workers' Party (PKK),6,Turkey,1
161304,0,1,0,0,3,9,Kurdistan Workers' Party (PKK),13,Turkey,1
161306,0,1,0,0,14,9,Houthi extremists (Ansar Allah),13,Yemen,1
161312,0,1,0,0,17,1,Islamic State of Iraq and the Levant (ISIL),5,Iraq,0
161314,0,0,0,-9,4,3,Houthi extremists (Ansar Allah),6,Yemen,1
161315,0,1,0,-9,2,3,Al-Shabaab,6,Somalia,1
161317,0,1,1,0,17,3,Islamic State of Iraq and the Levant (ISIL),6,Iraq,1
161318,0,1,0,0,4,9,Islamic State of Iraq and the Levant (ISIL),13,Iraq,1
161319,0,0,0,0,4,3,Islamic State of Iraq and the Levant (ISIL),2,Iraq,1
161321,0,1,0,0,3,3,Maoists,6,India,1
161324,0,0,1,0,4,3,Boko Haram,6,Nigeria,1
161325,0,1,0,0,3,2,Taliban,5,Afghanistan,1
161327,0,1,0,1,1,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,0
161328,0,1,0,1,1,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,0
161329,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
161330,0,1,0,1,14,3,Islamic State of Iraq and the Levant (ISIL),6,Turkey,1
161331,0,0,0,0,4,9,Houthi extremists (Ansar Allah),13,Yemen,1
161336,0,0,0,-9,4,9,Taliban,13,Afghanistan,1
161352,0,1,0,0,14,6,Maoists,5,India,1
161353,0,1,0,0,3,9,Taliban,13,Afghanistan,1
161354,0,1,0,-9,14,9,Taliban,13,Afghanistan,1
161358,0,1,1,1,2,3,Taliban,6,Afghanistan,1
161364,0,0,0,0,4,3,Houthi extremists (Ansar Allah),6,Yemen,1
161365,0,0,0,0,4,3,Houthi extremists (Ansar Allah),6,Yemen,1
161366,0,1,0,-9,17,3,Houthi extremists (Ansar Allah),6,Yemen,1
